Organ System,Section,Video,Order,UWorld QIDs,COMLEX QIDs,Course,Question Type
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Musculoskeletal Rapid Review,837,"1636, 1694, 16595, 1771, 1968, 1969","24747, 24805, 24881, 25077, 25078",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Hip Muscle Review,838,"1640, 15660, 19828, 20099, 1639","24751, 24750",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Osteos for the USMLE,839,"1491, 20092, 629, 15696, 640, 14930, 14952, 19949","24602, 24041,23752, 27610",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Gout,841,"14917, 1451",24562,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Vasculitis ANCA,842,6445,25244,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,843,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Pityriasis Rosea,844,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Nevus Lesions,845,11502,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Precursor Skin Lesions,846,"936, 1964, 1112, 475","24048,25073, 24223, 23588",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Cellular Junction Integrations,847,"1536, 11888, 2065","24647, 25174",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,MSK Pharmacology Rapid_Review,848,"18748, 21437",,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Red vs. Pale_Infarct,849,"11774, 177, 178","23290, 23291",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,O2 Content in Blood,850,"1416, 1545","24527, 24656",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Vocal Cord Anatomy,851,"1686, 1747","24797, 24858",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Restrictive vs. Obstructive Lung Disease,852,"19926, 521, 1521, 7601, 15233, 1650, 11900","106910, 23634, 24632, 25311, 24761",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,nRDS vs. ARDS,853,"485, 486, 19626, 19617, 19614, 800, 479","23598, 23599, 106910, 23912, 23592",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Mechanical Ventilator Cardiovascular Hemodynamics,854,"19919, 19624, 105670",27597,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Cytomegalovirus,855,"1593, 11548, 1592, 11551","24704, 24702",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Psammoma Bodies,856,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Lung Carcinoma,857,555,23668,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Respiratory Pharmacology Rapid Review,858,"6811, 18669, 18618",25261,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Primary Hemostasis,861,"2098, 346, 2097","25207, 23459, 25206",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Lead Poisoning,862,"1865, 1454, 1156","24974, 24565, 24267",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Aplastic Anemia (Thalassemia),863,"1787, 1861, 1785, 354, 897","24896, 24970 , 23467, 24009",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Inflammation & Anemia,864,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Intravascular Hemolysis,865,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HUS vs. DIC vs. TTP,866,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Myeloid Neoplasms,867,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Congenital Neutropenia,868,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Plasma Cell Dyscrasia,869,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Bortezumib,870,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Non-Hodgkin’s Lymphoma,871,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Personality Disorders,872,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Approach to Ingestions,873,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Psychopharmacology Rapid Review,874,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Key Vignettes Outro,875,,,Step 1 Pass Fail,
Other,Course Outro,Course Conclusion & Tips for Peak Performance,876,,,Step 1 Pass Fail,
